CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal
819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,14938.0,2303
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,2221.0,1343
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,5731.0,1577
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,34516.0,2061
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,6985.0,1130
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,24221.0,1707
710572458,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,15439.0,0
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,21637.0,2030
721425558,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,14543.0,0
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,9684.0,2475
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,5007.0,930
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,1616.0,1047
787464408,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,19116.0,0
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,2759.0,2223
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,8249.0,1381
714426783,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,14041.0,2154
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5264.0,2169
709494483,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,2420.0,1912
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,2826.0,2070
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,12518.0,1539
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,5876.0,1297
789270033,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,34516.0,0
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,9648.0,1926
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,34516.0,2177
709346133,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3025.0,2376
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,3265.0,2517
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,6041.0,1355
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,2293.0,1823
708820308,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,13399.0,2505
710558058,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4317.0,2517
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,3378.0,1069
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,5012.0,2242
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,2569.0,1605
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3471.0,1785
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,34516.0,1699
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,3312.0,1844
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,2578.0,2462
709278258,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,2902.0,2517
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,2742.0,2321
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,2077.0,1571
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,6265.0,1942
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,7819.0,1560
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,2731.0,1692
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,1438.3,537
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,16286.0,1710
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,34516.0,0
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,2609.0,2439
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,7567.0,1173
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,22770.0,2517
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,3791.0,1648
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,2702.0,2517
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,2555.0,2117
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,2355.0,1090
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,5332.0,0
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,1443.0,1375
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,10741.0,755
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,7984.0,1503
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,18584.0,2517
822969858,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,5585.0,1465
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,34516.0,2165
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,1438.3,0
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,2478.0,2031
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,34516.0,2274
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,2339.0,1440
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,2726.0,0
828281733,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,14881.0,848
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,1628.0,969
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,3156.0,1644
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,4745.0,1270
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,19727.0,1785
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,22720.0,793
708666258,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,8129.0,1799
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,3751.0,1521
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,1594.0,1411
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,2569.0,1403
809608533,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,18206.0,1586
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,3104.0,1766
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,2406.0,1560
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,24571.0,1955
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,15534.0,726
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,12301.0,2250
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,2846.0,1818
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,9788.0,1794
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,7231.0,2381
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,2324.0,1576
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,12208.0,1980
708288108,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,5639.0,1547
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,10021.0,1617
810449883,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,2215.0,1915
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,2027.0,1480
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6363.0,1162
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,3920.0,2008
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,9226.0,1233
818942433,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,9376.0,1288
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,1944.0,1346
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,9599.0,1554
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,28202.0,843
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,24850.0,1662
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,3805.0,2233
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,2733.0,1306
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,12781.0,1253
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3106.0,1120
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42,7477.0,0
712372158,Existing Customer,45,M,4,Unknown,Married,$120K +,Blue,33,34516.0,2086
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,29963.0,2094
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,6509.0,2033
714639783,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,34,13450.0,0
709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,27000.0,0
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,34516.0,1254
717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,47,6347.0,0
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,3106.0,1675
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,2536.0,913
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,13048.0,1954
779462433,Existing Customer,55,F,2,Unknown,Married,Less than $40K,Blue,37,2453.0,968
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,16138.0,1249
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,8077.0,1965
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,1929.0,1673
717276708,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,36,3127.0,2517
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,8645.0,1454
753606108,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,49,1438.3,0
710940183,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,38,2185.0,0
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,32,24487.0,2517
719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,36,2567.0,0
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,33,4131.0,785
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,10790.0,1930
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,33,6884.0,1001
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,13961.0,1299
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30,29801.0,1916
713134458,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,13219.0,0
712159083,Attrited Customer,58,F,4,Unknown,Married,Less than $40K,Blue,46,2536.0,0
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,9478.0,820
771180033,Existing Customer,47,F,4,Unknown,Divorced,$40K - $60K,Blue,34,3502.0,1851
717916758,Existing Customer,67,F,0,Unknown,Married,Unknown,Blue,56,10509.0,2388
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,1491.0,0
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46,9734.0,0
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,2305.0,1627
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,14241.0,2081
718281408,Existing Customer,36,F,2,Unknown,Married,$40K - $60K,Blue,25,4789.0,1257
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,23138.0,1727
794496033,Existing Customer,57,M,2,Unknown,Single,$80K - $120K,Blue,38,23008.0,2280
710519433,Existing Customer,48,M,1,Unknown,Divorced,$80K - $120K,Blue,36,3131.0,2517
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5798.0,1794
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,6880.0,1390
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,34516.0,1531
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,2075.0,1469
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,4589.0,0
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,2317.0,0
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1981.0,1518
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47,6038.0,0
789129033,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,32,14910.0,877
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,29659.0,1143
789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,4320.0,0
714513033,Existing Customer,39,F,1,Unknown,Single,$40K - $60K,Blue,36,11213.0,0
714717483,Existing Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,29,26181.0,0
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31,5773.0,0
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,4503.0,0
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,29770.0,1565
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5014.0,1910
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,3445.0,1074
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,23412.0,1078
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,3044.0,1611
803366358,Existing Customer,38,M,1,Unknown,Single,$60K - $80K,Blue,29,14596.0,2192
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,36,3864.0,1654
781794708,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,17030.0,1911
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,23090.0,839
710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,29205.0,1208
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,14035.0,2061
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2962.0,2517
717469158,Existing Customer,46,M,2,Unknown,Married,$80K - $120K,Blue,30,18578.0,1385
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,2201.0,1138
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,2061.0,1483
710665533,Existing Customer,42,F,5,Doctorate,Married,Unknown,Blue,23,24602.0,1660
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,15911.0,896
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,16867.0,0
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,37,2783.0,1526
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,2972.0,0
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,5124.0,2235
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,2880.0,2362
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,5579.0,0
721043058,Existing Customer,58,M,4,Unknown,Married,$60K - $80K,Blue,44,12010.0,2149
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,34516.0,1597
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,4394.0,885
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,18325.0,723
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,3773.0,1972
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,21684.0,1748
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,1919.0,774
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,9995.0,1713
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,11910.0,2098
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,36,2279.0,1529
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,48,3539.0,0
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,36,30579.0,1351
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,42,24480.0,1923
822893133,Existing Customer,56,F,1,Uneducated,Divorced,Unknown,Blue,52,17561.0,0
778465533,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,1638.0,0
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,2947.0,2216
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,5738.0,1112
708095133,Existing Customer,43,M,4,Unknown,Unknown,$120K +,Blue,34,33304.0,1833
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,7251.0,1603
772735758,Existing Customer,44,M,1,Unknown,Married,Unknown,Blue,34,2885.0,1895
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,2641.0,1257
778239933,Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,35,2801.0,2043
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,16794.0,809
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,9336.0,1672
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,2763.0,2517
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,17391.0,1044
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3198.0,2493
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,5100.0,1786
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3955.0,2517
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,3140.0,1985
716223708,Attrited Customer,45,F,3,Uneducated,Single,Unknown,Blue,36,4028.0,710
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,2264.0,0
819352983,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,21620.0,2008
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,6385.0,1535
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,2375.0,1658
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,1963.0,1721
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,4256.0,1084
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5097.0,1152
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3228.0,2517
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,20231.0,977
719443683,Attrited Customer,50,M,1,Unknown,Single,$120K +,Blue,39,27512.0,2137
715449333,Existing Customer,55,F,3,Unknown,Married,$40K - $60K,Blue,47,1929.0,1540
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,2585.0,2019
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,12151.0,1799
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,34516.0,2113
721183983,Existing Customer,48,M,4,High School,Married,$120K +,Blue,31,34516.0,1013
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,5504.0,0
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,10021.0,1203
780253533,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,49,3558.0,2318
